spacecraftUsedID INTEGER,projectID INTEGER ,launcherName VARCHAR(256),spacecraftName VARCHAR(256)
2401,2401,Molniya-M /Block ML ,Molniya-3 nâ€ Â­91
2402,2402,Cosmos-3M (11K65M) ,Cosmos 1275
2403,2403,SLV-3 ,Rohini RS-D1
2404,2404,Atlas-SLV3D Centaur-D1AR ,Intelsat V -501
2405,2405,Vostok-2M ,Cosmos 1271
2406,2406,Vostok-2M ,Meteor-2 nâ€ Â­8
2407,2407,Cosmos-3M (11K65M) ,Cosmos 1269
2408,2408,Titan III(34)B Agena-D ,Jumpseat 6
2409,2409,Space Shuttle Columbia ,STS-1
2410,2410,Cosmos-3M (11K65M) ,Cosmos 1263
2411,2411,Molniya-M /Block 2BL ,Cosmos 1261
2412,2412,Molniya-M /Block ML ,Molniya-3 nâ€ Â­90
2413,2413,Tsyklon-2 ,Cosmos 1266
2414,2414,Tsyklon-2 ,Cosmos 1260
2415,2415,Titan III(23)C ,DSP-9
2416,2416,Tsyklon-2 ,Cosmos 1258
2417,2417,Cosmos-3M (11K65M) ,Cosmos 1250 to 1257
2418,2418,Tsyklon-2 ,Cosmos 1249
2419,2419,Titan III(24)B ,OPS 1166
2420,2420,Atlas-SLV3D Centaur-D1AR ,Comstar D4
2421,2421,Mu-III S ,Hinotori
2422,2422,Molniya-M /Block 2BL ,Cosmos 1247
2423,2423,Cosmos-3M (11K65M) ,Cosmos 1244
2424,2424,N-II Star-37E ,Kiku 3
2425,2425,Cosmos-3M (11K65M) ,Intercosmos 21
2426,2426,Tsyklon-2 ,Cosmos 1243
2427,2427,Molniya-M /Block ML ,Molniya-1 nâ€ Â­89
2428,2428,Vostok-2M ,Cosmos 1242
2429,2429,Tsyklon-3 ,Cosmos 1242
2430,2430,Cosmos-3M (11K65M) ,Cosmos 1241
2431,2431,Cosmos-3M (11K65M) ,Cosmos 1238
2432,2432,Molniya-M /Block ML ,Molniya-3 nâ€ Â­88
2433,2433,Molniya-M /Block SO-L ,Prognoz nâ€ Â­8
2434,2434,Cosmos-3M (11K65M) ,Cosmos 1228 to 1235
2435,2435,Titan III(34)B Agena-D ,Quasar 4
2436,2436,Cosmos-3M (11K65M) ,Cosmos 1226
2437,2437,Atlas-E/F MSD ,NOSS-4
2438,2438,Atlas-SLV3D Centaur-D1AR ,Intelsat V -502
2439,2439,Cosmos-3MRB (65MRB) ,BOR-4 Shuttle
2440,2440,Cosmos-3M (11K65M) ,Cosmos 1225
2441,2441,Molniya-M /Block 2BL ,Cosmos 1223
2442,2442,Vostok-2M ,Cosmos 1222
2443,2443,Molniya-M /Block ML ,Molniya-1 nâ€ Â­87
2444,2444,Tsyklon-2 ,Cosmos 1220
2445,2445,Atlas-SLV3D Centaur-D1AR ,FLTSATCOM-4
2446,2446,Molniya-M /Block 2BL ,Cosmos 1217
2447,2447,Cosmos-3M (11K65M) ,Cosmos 1215
2448,2448,Vostok-2M ,Meteor-2 nâ€ Â­7
2449,2449,Vostok-2M ,Cosmos 1206
2450,2450,Cosmos-3M (11K65M) ,Cosmos 1204
2451,2451,Molniya-M /Block ML ,Molniya-3 nâ€ Â­86
2452,2452,SLV-3 ,Rohini RS-1
2453,2453,Cosmos-3M (11K65M) ,Cosmos 1192 to 1199
2454,2454,Molniya-M /Block 2BL ,Cosmos 1191
2455,2455,Cosmos-3M (11K65M) ,Cosmos 1190
2456,2456,Molniya-M /Block ML ,Molniya-1 nâ€ Â­85
2457,2457,Titan IIID ,KH-9)
2458,2458,Vostok-2M ,Meteor-Priroda nâ€ Â­4
2459,2459,Molniya-M /Block 2BL ,Cosmos 1188
2460,2460,Cosmos-3M (11K65M) ,Cosmos 1186
2461,2461,Vostok-2M ,Cosmos 1184
2462,2462,Atlas-E/F Star-37S-ISS ,NOAA-B
2463,2463,Ariane 1 ,CAT-2 
2464,2464,Cosmos-3M (11K65M) ,Cosmos 1181
2465,2465,Cosmos-3M (11K65M) ,Cosmos 1179
2466,2466,Tsyklon-2 ,Cosmos 1176
2467,2467,Atlas-E/F SGS-1 ,GPS-6
2468,2468,Molniya-M /Block ML ,Cosmos 1175
2469,2469,Tsyklon-2 ,Cosmos 1174
2470,2470,Molniya-M /Block 2BL ,Cosmos 1172
2471,2471,Cosmos-3M (11K65M) ,Cosmos 1171
2472,2472,Cosmos-3M (11K65M) ,Cosmos 1169
2473,2473,Cosmos-3M (11K65M) ,Cosmos 1168
2474,2474,Tsyklon-2 ,Cosmos 1167
2475,2475,Atlas-E/F MSD ,NOSS-3
2476,2476,N-I Star-37E ,Ayame 2
2477,2477,Mu-III S ,Tansei 4
2478,2478,Molniya-M /Block 2BL ,Cosmos 1164
2479,2479,Cosmos-3M (11K65M) ,Cosmos 1156 to 1163
2480,2480,Atlas-E/F SGS-1 ,GPS-5
2481,2481,Titan IIID ,KH-11
2482,2482,Vostok-2M ,Cosmos 1154
2483,2483,Cosmos-3M (11K65M) ,Cosmos 1153
2484,2484,Tsyklon-3 ,Cosmos 1151
2485,2485,Atlas-SLV3D Centaur-D1AR ,FLTSATCOM-3
2486,2486,Cosmos-3M (11K65M) ,Cosmos 1150
2487,2487,Molniya-M /Block ML ,Molniya-1 nâ€ Â­83
2488,2488,Ariane 1 ,CAT-1
2489,2489,Cosmos-3M (11K65M) ,Cosmos 1146
2490,2490,Vostok-2M ,Cosmos 1145
2491,2491,Titan III(23)C ,DSCS-II 13
2492,2492,Cosmos-3M (11K65M) ,Intercosmos 20
2493,2493,Vostok-2M ,Meteor-2 nâ€ Â­6
2494,2494,Vostok-2M ,Cosmos 1143
2495,2495,Molniya-M /Block ML ,Molniya-1 nâ€ Â­82
2496,2496,Cosmos-3M (11K65M) ,Cosmos 1141
2497,2497,Cosmos-3M (11K65M) ,Cosmos 1140
2498,2498,Titan III(23)C ,OPS-1948 (Vortex)
2499,2499,Cosmos-3M (11K65M) ,Cosmos 1130 to 1137
2500,2500,Atlas-SLV3D Centaur-D1AR ,HEAO-3
2501,2501,Cosmos-3M (11K65M) ,Cosmos 1125
2502,2502,Molniya-M /Block 2BL ,Cosmos 1124
2503,2503,SLV-3 ,Rohini Technology Payload
2504,2504,Molniya-M /Block ML ,Molniya-1 nâ€ Â­81
2505,2505,Feng Bao 1 ,Shijian 2A
2506,2506,Vostok-2M ,Cosmos 1116
2507,2507,Cosmos-3M (11K65M) ,Cosmos 1114
2508,2508,Cosmos-3M (11K65M) ,Cosmos 1112
2509,2509,Cosmos-3M (11K65M) ,Cosmos 1110
2510,2510,Molniya-M /Block 2BL ,Cosmos 1109
2511,2511,Atlas-E/F Star-37S-ISS ,NOAA-A
2512,2512,Titan III(23)C ,DSP-8
2513,2513,Cosmos-3M (11K65M) ,Bhaskara-1
2514,2514,Molniya-M /Block ML ,Molniya-3 nâ€ Â­80
2515,2515,Cosmos-3M (11K65M) ,Cosmos 1104
2516,2516,Titan III(24)B ,OPS 7164
2517,2517,Atlas-SLV3D Centaur-D1AR ,FLTSATCOM-2
2518,2518,Tsyklon-2 ,Cosmos 1096
2519,2519,Tsyklon-2 ,Cosmos 1094
2520,2520,Vostok-2M ,Cosmos 1093
2521,2521,Molniya-M /Block ML ,Molniya-1 nâ€ Â­79
2522,2522,Cosmos-3M (11K65M) ,Cosmos 1092
2523,2523,Cosmos-3M (11K65M) ,Cosmos 1091
2524,2524,Cosmos-3M (11K65M) ,Cosmos 1089
2525,2525,Titan IIID ,KH-9 
2526,2526,Cosmos-3M (11K65M) ,Cosmos 1081 to 1088
2527,2527,Vostok-2M ,Meteor-2 nâ€ Â­5
2528,2528,Cosmos-3M (11K65M) ,Intercosmos-19
2529,2529,Atlas-E/F OIS ,Solwind
2530,2530,Vostok-2M ,Cosmos 1077
2531,2531,Tsyklon-3 ,Cosmos 1076
2532,2532,Cosmos-3M (11K65M) ,Cosmos 1075
2533,2533,N-I Star-37E ,Ayame 1
2534,2534,Vostok-2M ,Meteor-Priroda nâ€ Â­3
2535,2535,Molniya-M /Block ML ,Molniya-3 nâ€ Â­78
2536,2536,Cosmos-3M (11K65M) ,Cosmos 1072
2537,2537,Soyuz U ,Cosmos 1069
2538,2538,Soyuz U ,Cosmos 1068
2539,2539,Cosmos-3M (11K65M) ,Cosmos 1067
2540,2540,Vostok-2M ,Cosmos 1066
2541,2541,Cosmos-3M (11K65M) ,Cosmos 1065
2542,2542,Cosmos-3M (11K65M) ,Cosmos 1064
2543,2543,Vostok-2M ,Cosmos 1063
2544,2544,Cosmos-3M (11K65M) ,Cosmos 1062
2545,2545,Soyuz U ,Cosmos 1061
2546,2546,Titan III(23)C ,DSCS-II 11
2547,2547,Atlas-E/F SGS-1 ,GPS-4
2548,2548,Soyuz U ,Cosmos 1060
2549,2549,Soyuz U ,Cosmos 1059
2550,2550,Cosmos-3M (11K65M) ,Cosmos 1051 to 1058
2551,2551,Soyuz U ,Cosmos 1050
2552,2552,Soyuz U ,Cosmos 1049
2553,2553,Cosmos-3M (11K65M) ,Cosmos 1048
2554,2554,Soyuz U ,Cosmos 1047
2555,2555,Atlas-SLV3D Centaur-D1AR ,HEAO-2
2556,2556,Soyuz U ,Cosmos 1046
2557,2557,Molniya-M /Block SO-L ,Prognoz nâ€ Â­7
2558,2558,Tsyklon-3 ,Cosmos 1045 
2559,2559,Cosmos-3M (11K65M) ,Intercosmos-18 
2560,2560,Soyuz U ,Cosmos 1044
2561,2561,Atlas-E/F Star-37S-ISS ,Tiros-N
2562,2562,Molniya-M /Block ML ,Molniya-3 nâ€ Â­77
2563,2563,Vostok-2M ,Cosmos 1043
2564,2564,Atlas-E/F SGS-1 ,GPS-3
2565,2565,Soyuz U ,Cosmos 1042
2566,2566,Cosmos-3M (11K65M) ,Cosmos 1034 to 1041
2567,2567,Soyuz U ,Cosmos 1033
2568,2568,Soyuz U ,Cosmos 1032
2569,2569,Mu-III H ,Jikiken
2570,2570,Soyuz U ,Cosmos 1031
2571,2571,Molniya-M /Block 2BL ,Cosmos 1030
2572,2572,Soyuz U ,Cosmos 1029
2573,2573,Molniya-M /Block ML ,Molniya-1 nâ€ Â­76
2574,2574,Atlas-SLV3D Centaur-D1AR ,Pioneer Venus Multiprobe
2575,2575,Soyuz U ,Cosmos 1028
2576,2576,Titan III(34)B Agena-D ,Quasar 3
2577,2577,Cosmos-3M (11K65M) ,Cosmos 1027
2578,2578,Molniya-M /Block ML ,Molniya-1 nâ€ Â­75
2579,2579,Atlas-SLV3D Centaur-D1AR ,Comstar D3
2580,2580,Tsyklon-3 ,Cosmos 1025
2581,2581,Molniya-M /Block 2BL ,Cosmos 1024
2582,2582,Atlas-E/F Agena D ,Seasat
2583,2583,Cosmos-3M (11K65M) ,Cosmos 1023
2584,2584,Titan IIID ,KH-11
2585,2585,Soyuz U ,Cosmos 1022
2586,2586,Titan III(23)C ,OPS-9454 (vortex)
2587,2587,Soyuz U ,Cosmos 1021
2588,2588,Cosmos-3M (11K65M) ,Cosmos 1013 to 1020
2589,2589,Molniya-M /Block ML ,Molniya-1 nâ€ Â­74
2590,2590,Cosmos-3M (11K65M) ,Cosmos 1011
2591,2591,Soyuz U ,Cosmos 1010
2592,2592,Atlas-SLV3D Centaur-D1AR ,Pioneer Venus Orbiter
2593,2593,Tsyklon-2 ,Cosmos 1009
2594,2594,Cosmos-3M (11K65M) ,Cosmos 1008
2595,2595,Soyuz U ,Cosmos 1007
2596,2596,Atlas-E/F SGS-1 ,GPS-2
2597,2597,Cosmos-3M (11K65M) ,Cosmos 1006
2598,2598,Vostok-2M ,Cosmos 1005
2599,2599,Soyuz U ,Cosmos 1004
2600,2600,Soyuz U ,Cosmos 1003
2601,2601,Feng Bao 1 ,DDDS 2
2602,2602,Atlas-SLV3A Agena-D ,OPS-8790 (Aquacade-4)
2603,2603,Soyuz U ,Cosmos 1002
2604,2604,Atlas-SLV3D Centaur-D1AR ,Intelsat 4A F6
2605,2605,Cosmos-3M (11K65M) ,Cosmos 1000
2606,2606,Soyuz U ,Cosmos 999
2607,2607,Cosmos-3M (11K65M) ,Cosmos 996
2608,2608,Titan III(23)C ,DSCS-II 9
2609,2609,Soyuz U ,Cosmos 995
2610,2610,Titan IIID ,KH-9 
2611,2611,Cosmos-3M (11K65M) ,Cosmos 994
2612,2612,Soyuz U ,Cosmos 993
2613,2613,Soyuz U ,Cosmos 992
2614,2614,Molniya-M /Block ML ,Molniya-1 nâ€ Â­73
2615,2615,Cosmos-3M (11K65M) ,Cosmos 991
2616,2616,Titan III(34)B Agena-D ,Jumpseat 5
2617,2617,Atlas-E/F SGS-1 ,GPS-1
2618,2618,Cosmos-3M (11K65M) ,Cosmos 990
2619,2619,N-I ,Ume 2
2620,2620,Soyuz U ,Cosmos 989
2621,2621,Atlas-SLV3D Centaur-D1AR ,FLTSATCOM-1
2622,2622,Soyuz U ,Cosmos 988
2623,2623,Mu-III H ,Kyokko
2624,2624,Soyuz U ,Cosmos 987
2625,2625,Long March 2 ,FSW-0 No.3
2626,2626,Soyuz U ,Cosmos 986
2627,2627,Molniya-M /Block ML ,Molniya-3 nâ€ Â­72
2628,2628,Cosmos-3M (11K65M) ,Cosmos 985
2629,2629,Soyuz U ,Cosmos 984
2630,2630,Cosmos-3M (11K65M) ,Cosmos 976 to 983
2631,2631,Vostok-2M ,Cosmos 975
2632,2632,Atlas-SLV3D Centaur-D1AR ,Intelsat 4A F3
2633,2633,Soyuz U ,Cosmos 974
2634,2634,Soyuz U ,Cosmos 973
2635,2635,Tsyklon-3 ,Cosmos 972
2636,2636,Cosmos-3M (11K65M) ,Cosmos 971
2637,2637,Tsyklon-2 ,Cosmos 970
2638,2638,Soyuz U ,Cosmos 969
2639,2639,Cosmos-3M (11K65M) ,Cosmos 968
2640,2640,Vostok-2M ,Meteor-2 nâ€ Â­3
2641,2641,Cosmos-3M (11K65M) ,Cosmos 967
2642,2642,Soyuz U ,Cosmos 966
2643,2643,Atlas-SLV3A Agena-D ,OPS-4258 (Aquacade-3)
2644,2644,Soyuz U ,Soyuz 26
2645,2645,Atlas-E/F MSD ,NOSS-2
2646,2646,Cosmos-3M (11K65M) ,Cosmos 965
2647,2647,Soyuz U ,Cosmos 964
2648,2648,Cosmos-3M (11K65M) ,Tsikada nâ€ Â­3
2649,2649,Cosmos-3M (11K65M) ,Cosmos 963
2650,2650,Cosmos-3M (11K65M) ,Cosmos 962
2651,2651,Molniya-M /Block ML ,Molniya-3 nâ€ Â­71
2652,2652,Tsyklon-2 ,Cosmos 961
2653,2653,Cosmos-3M (11K65M) ,Cosmos 960
2654,2654,Cosmos-3M (11K65M) ,Cosmos 959
2655,2655,Soyuz U ,Cosmos 958
2656,2656,Soyuz U ,Soyuz 25
2657,2657,Soyuz U ,Cosmos 957
2658,2658,Atlas-SLV3D Centaur-D1AR ,Intelsat 4A F5
2659,2659,Cosmos-3M (11K65M) ,Intercosmos-17
2660,2660,Tsyklon-3 ,Cosmos 956
2661,2661,Titan III(24)B ,OPS 7471
2662,2662,Molniya-M /Block SO-L ,Prognoz nâ€ Â­6
2663,2663,Vostok-2M ,Cosmos 955
2664,2664,Tsyklon-2 ,Cosmos 954
2665,2665,Soyuz U ,Cosmos 953
2666,2666,Tsyklon-2 ,Cosmos 952
2667,2667,Feng Bao 1 ,DDDS 1
2668,2668,Cosmos-3M (11K65M) ,Cosmos 951
2669,2669,Soyuz U ,Cosmos 950
2670,2670,Soyuz U ,Cosmos 949
2671,2671,Titan IIIE ,Voyager 1
2672,2672,Soyuz U ,Cosmos 948
2673,2673,Molniya-M /Block ML ,Molniya-1 nâ€ Â­70
2674,2674,Soyuz U ,Cosmos 947
2675,2675,Cosmos-3M (11K65M) ,Cosmos 939 to 946
2676,2676,Soyuz U ,Cosmos 938
2677,2677,Tsyklon-2 ,Cosmos 937
2678,2678,Titan IIIE ,Voyager 2
2679,2679,Atlas-SLV3D Centaur-D1AR ,HEAO-1
2680,2680,Soyuz U ,Zenit-4MKM nâ€ Â­399
2681,2681,Soyuz U ,Cosmos 936
2682,2682,Soyuz U ,Cosmos 935
2683,2683,Soyuz U ,Cosmos 934
2684,2684,Cosmos-3M (11K65M) ,Cosmos 933
2685,2685,Soyuz U ,Cosmos 932
2686,2686,Molniya-M /Block 2BL ,Cosmos 931
2687,2687,Cosmos-3M (11K65M) ,Cosmos 930
2688,2688,Cosmos-3M (11K65M) ,Cosmos 928
2689,2689,Soyuz U ,Cosmos 927
2690,2690,Cosmos-3M (11K65M) ,Cosmos 926
2691,2691,Vostok-2M ,Cosmos 925
2692,2692,Cosmos-3M (11K65M) ,Cosmos 924
2693,2693,Cosmos-3M (11K65M) ,Cosmos 923
2694,2694,Soyuz U ,Cosmos 922
2695,2695,Vostok-2M ,Meteor-Priroda nâ€ Â­2
2696,2696,Titan IIID ,KH-9
2697,2697,Tsyklon-3 ,Cosmos 921
2698,2698,Molniya-M /Block ML ,Molniya-1 nâ€ Â­69
2699,2699,Atlas-E/F SGS-1 ,NTS-2
2700,2700,Soyuz U ,Cosmos 920
2701,2701,Cosmos-2I (63SM) ,Cosmos 919
2702,2702,Tsyklon-2 ,Cosmos 918
2703,2703,Cosmos-3M (11K65M) ,Signe 3
2704,2704,Molniya-M /Block 2BL ,Cosmos 917
2705,2705,Soyuz U ,Cosmos 916
2706,2706,Soyuz U ,Cosmos 915
2707,2707,Soyuz U ,Cosmos 914
2708,2708,Cosmos-3M (11K65M) ,Cosmos 913
2709,2709,Atlas-SLV3D Centaur-D1AR ,Intelsat 4A F4
2710,2710,Soyuz U ,Cosmos 912
2711,2711,Cosmos-3M (11K65M) ,Cosmos 911
2712,2712,Atlas-SLV3A Agena-D ,AFP-827 (Canyon-7)
2713,2713,Tsyklon-2 ,Cosmos 910
2714,2714,Cosmos-3M (11K65M) ,Cosmos 909
2715,2715,Soyuz U ,Cosmos 908
2716,2716,Titan III(23)C ,DSCS-II 7
2717,2717,Soyuz U ,Cosmos 907
2718,2718,Molniya-M /Block ML ,Molniya-3 nâ€ Â­68
2719,2719,Cosmos-3M (11K65M) ,Cosmos 906
2720,2720,Soyuz U ,Cosmos 905
2721,2721,Soyuz U ,Cosmos 904
2722,2722,Molniya-M /Block 2BL ,Cosmos 903
2723,2723,Soyuz U ,Cosmos 902
2724,2724,Cosmos-2I (63SM) ,Cosmos 901
2725,2725,Vostok-2M ,Meteor nâ€ Â­37
2726,2726,Cosmos-3M (11K65M) ,Cosmos 900
2727,2727,Cosmos-3M (11K65M) ,Cosmos 899
2728,2728,Molniya-M /Block ML ,Molniya-1 nâ€ Â­67
2729,2729,Soyuz U ,Cosmos 898
2730,2730,Titan III(24)B ,OPS 4915
2731,2731,Soyuz U ,Cosmos 897
2732,2732,Soyuz U ,Cosmos 896
2733,2733,Vostok-2M ,Cosmos 895
2734,2734,N-I Star-37E ,Kiku 2
2735,2735,Soyuz U ,Zenit-4MK nâ€ Â­381
2736,2736,Cosmos-3M (11K65M) ,Cosmos 894
2737,2737,Mu-III H ,Tansei 3
2738,2738,Cosmos-3M (11K65M) ,Cosmos 893
2739,2739,Molniya-M /Block ML ,Molniya-2 nâ€ Â­66
2740,2740,Soyuz U ,Cosmos 892
2741,2741,Soyuz U ,Soyuz 24
2742,2742,Titan III(23)C ,DSP-7
2743,2743,Cosmos-3M (11K65M) ,Cosmos 891
2744,2744,Cosmos-3M (11K65M) ,Cosmos 890
2745,2745,Soyuz U ,Cosmos 889
2746,2746,Vostok-2M ,Meteor-2 nâ€ Â­2
2747,2747,Soyuz U ,Cosmos 888
2748,2748,Cosmos-3M (11K65M) ,Cosmos 887
2749,2749,Molniya-M /Block ML ,Molniya-3 nâ€ Â­65
2750,2750,Tsyklon-2 ,Cosmos 886
2751,2751,Titan IIID ,KH-11
2752,2752,Cosmos-3M (11K65M) ,Cosmos 885
2753,2753,Soyuz U ,Cosmos 884
2754,2754,Cosmos-3M (11K65M) ,Cosmos 871 to 878
2755,2755,Cosmos-3M (11K65M) ,Cosmos 883
2756,2756,Cosmos-3M (11K65M) ,Cosmos 880
2757,2757,Soyuz U ,Cosmos 879
2758,2758,Long March 2 ,FSW-0 No.2
2759,2759,Molniya-M /Block ML ,Molniya-2 nâ€ Â­64
2760,2760,Cosmos-3M (11K65M) ,Cosmos 870
2761,2761,Soyuz U ,Cosmos 869
2762,2762,Tsyklon-2 ,Cosmos 868
2763,2763,Molniya-M /Block SO-L ,Prognoz nâ€ Â­5
2764,2764,Soyuz U ,Cosmos 867
2765,2765,Soyuz U ,Cosmos 866
2766,2766,Feng Bao 1 ,JSSW-6
2767,2767,Soyuz U ,Cosmos 865
2768,2768,Cosmos-3M (11K65M) ,Cosmos 864
2769,2769,Soyuz U ,Cosmos 863
2770,2770,Molniya-M /Block 2BL ,Cosmos 862
2771,2771,Tsyklon-2 ,Cosmos 861
2772,2772,Tsyklon-2 ,Cosmos 860
2773,2773,Vostok-2M ,Meteor nâ€ Â­36
2774,2774,Soyuz ,Soyuz 23
2775,2775,Soyuz U ,Cosmos 859
2776,2776,Soyuz U ,Zenit-4MKT nâ€ Â­370
2777,2777,Cosmos-3M (11K65M) ,Cosmos 858
2778,2778,Soyuz U ,Cosmos 857
2779,2779,Soyuz U ,Cosmos 856
2780,2780,Soyuz U ,Cosmos 855
2781,2781,Titan III(24)B ,OPS 8533
2782,2782,Soyuz U ,Soyuz 22
2783,2783,Soyuz U ,Cosmos 854
2784,2784,Molniya-M /Block ML ,Cosmos 853
2785,2785,Feng Bao 1 ,JSSW-5
2786,2786,Soyuz U ,Cosmos 852
2787,2787,Vostok-2M ,Cosmos 851
2788,2788,Cosmos-2I (63SM) ,Cosmos 850
2789,2789,Cosmos-2I (63SM) ,Cosmos 849
2790,2790,Soyuz U ,Cosmos 848
2791,2791,Titan III(34)B Agena-D ,Quasar 2
2792,2792,Soyuz U ,Cosmos 847
2793,2793,Cosmos-3M (11K65M) ,Cosmos 846
2794,2794,Cosmos-3M (11K65M) ,Intercosmos-16
2795,2795,Cosmos-3M (11K65M) ,Cosmos 845
2796,2796,Molniya-M /Block ML ,Molniya-1 nâ€ Â­62
2797,2797,Atlas-SLV3D Centaur-D1AR ,Comstar D2
2798,2798,Soyuz U ,Cosmos 844
2799,2799,Tsyklon-2 ,Cosmos 843
2800,2800,Cosmos-3M (11K65M) ,Cosmos 842
2801,2801,Cosmos-3M (11K65M) ,Cosmos 841
2802,2802,Soyuz U ,Cosmos 840
2803,2803,Cosmos-3M (11K65M) ,Cosmos 839
2804,2804,Titan IIID ,KH-9
2805,2805,Soyuz ,Soyuz 21
2806,2806,Tsyklon-2 ,Cosmos 838
2807,2807,Molniya-M /Block ML ,Cosmos 837
2808,2808,Cosmos-3M (11K65M) ,Cosmos 836
2809,2809,Voskhod ,Cosmos 835
2810,2810,Titan III(23)C ,DSP-6
2811,2811,Soyuz U ,Cosmos 834
2812,2812,Cosmos-3M (11K65M) ,Intercosmos-15
2813,2813,Voskhod ,Cosmos 833
2814,2814,Cosmos-3M (11K65M) ,Cosmos 825 to 832
2815,2815,Voskhod ,Cosmos 824
2816,2816,Cosmos-3M (11K65M) ,Cosmos 823
2817,2817,Titan III(34)B Agena-D ,Quasar 1
2818,2818,Voskhod ,Cosmos 821
2819,2819,Soyuz U ,Cosmos 820
2820,2820,Voskhod ,Cosmos 819
2821,2821,Cosmos-2I (63SM) ,Cosmos 818
2822,2822,Vostok-2M ,Meteor nâ€ Â­35
2823,2823,Atlas-SLV3D Centaur-D1AR ,Comstar D1
2824,2824,Molniya-M /Block ML ,Molniya-3 nâ€ Â­60
2825,2825,Cosmos-3M (11K65M) ,Cosmos 822
2826,2826,Voskhod ,Cosmos 817
2827,2827,Atlas-E/F MSD ,NOSS-1
2828,2828,Cosmos-3M (11K65M) ,Cosmos 816
2829,2829,Voskhod ,Cosmos 815
2830,2830,Voskhod ,Cosmos 813
2831,2831,Vostok-2M ,Meteor nâ€ Â­34
2832,2832,Cosmos-3M (11K65M) ,Cosmos 812
2833,2833,Soyuz M ,Cosmos 811
2834,2834,Voskhod ,Cosmos 810
2835,2835,Titan III(24)B ,OPS 7600
2836,2836,Molniya-M /Block ML ,Molniya-1 nâ€ Â­59
2837,2837,Soyuz U ,Cosmos 809
2838,2838,Vostok-2M ,Cosmos 808
2839,2839,Titan III(23)C ,LES-8
2840,2840,Tsyklon-2 ,Cosmos 814
2841,2841,Cosmos-3M (11K65M) ,Cosmos 807
2842,2842,Molniya-M /Block ML ,Molniya-1 nâ€ Â­58
2843,2843,Soyuz U ,Cosmos 806
2844,2844,N-I ,Ume 1
2845,2845,Soyuz U ,Cosmos 805
2846,2846,Tsyklon-2 ,Cosmos 804
2847,2847,Cosmos-3M (11K65M) ,Cosmos 803
2848,2848,Voskhod ,Cosmos 802
2849,2849,Cosmos-2I (63SM) ,Cosmos 801
2850,2850,Mu-III C ,Corsa A
2851,2851,Cosmos-3M (11K65M) ,Cosmos 800
2852,2852,Atlas-SLV3D Centaur-D1AR ,Intelsat 4A F2
2853,2853,Voskhod ,Cosmos 799
2854,2854,Cosmos-3M (11K65M) ,Cosmos 791 to 798
2855,2855,Cosmos-3M (11K65M) ,Cosmos 790
2856,2856,Molniya-M /Block ML ,Molniya-1 nâ€ Â­57
2857,2857,Cosmos-3M (11K65M) ,Cosmos 789
2858,2858,Titan IIIE ,Helios-2
2859,2859,Voskhod ,Cosmos 788
2860,2860,Cosmos-3M (11K65M) ,Cosmos 787
2861,2861,Molniya-M /Block ML ,Molniya-3 nâ€ Â­56
2862,2862,Vostok-2M ,Meteor nâ€ Â­33
2863,2863,Molniya-M /Block SO-L ,Prognoz nâ€ Â­4
2864,2864,Cosmos-3M (11K65M) ,DS-P1 satellite
2865,2865,Molniya-M /Block ML ,Molniya-2 nâ€ Â­55
2866,2866,Voskhod ,Cosmos 786
2867,2867,Feng Bao 1 ,JSSW-4
2868,2868,Titan III(23)C ,DSP-5
2869,2869,Tsyklon-2 ,Cosmos 785
2870,2870,Cosmos-3M (11K65M) ,Intercosmos-14
2871,2871,Titan IIID ,KH-9 
2872,2872,Voskhod ,Cosmos 784
2873,2873,Cosmos-3M (11K65M) ,Cosmos 783
2874,2874,Soyuz U ,Cosmos 782
2875,2875,Cosmos-3M (11K65M) ,Cosmos 781
2876,2876,Voskhod ,Cosmos 780
2877,2877,Soyuz U ,Soyuz 20
2878,2878,Long March 2 ,FSW-0 No.1
2879,2879,Cosmos-3M (11K65M) ,Cosmos 778
2880,2880,Molniya-M /Block ML ,Molniya-3 nâ€ Â­54
2881,2881,Voskhod ,Cosmos 779
2882,2882,Tsyklon-2 ,Cosmos 777
2883,2883,Voskhod ,Cosmos 776
2884,2884,Titan III(24)B ,OPS 5499
2885,2885,Voskhod ,Cosmos 774
2886,2886,Cosmos-3M (11K65M) ,Cosmos 773
2887,2887,Soyuz U ,Cosmos 772
2888,2888,Diamant BP4 ,Aura
2889,2889,Atlas-SLV3D Centaur-D1AR ,Intelsat 4A F1
2890,2890,Soyuz U ,Cosmos 771
2891,2891,Cosmos-3M (11K65M) ,Cosmos 770
2892,2892,Voskhod ,Cosmos 769
2893,2893,Vostok-2M ,Meteor nâ€ Â­32
2894,2894,Cosmos-3M (11K65M) ,Cosmos 761 to 768
2895,2895,Voskhod ,Cosmos 760
2896,2896,Soyuz U ,Cosmos 759
2897,2897,Titan IIIE ,Viking 2
2898,2898,N-I ,Kiku 1
2899,2899,Molniya-M /Block ML ,Molniya-2 nâ€ Â­53
2900,2900,Soyuz U ,Cosmos 758
2901,2901,Molniya-M /Block ML ,Molniya-1 nâ€ Â­52
2902,2902,Voskhod ,Cosmos 757
2903,2903,Vostok-2M ,Cosmos 756
2904,2904,Titan IIIE ,Viking 1
2905,2905,Cosmos-3M (11K65M) ,Cosmos 755
2906,2906,Voskhod ,Cosmos 754
