spacecraftUsedID INTEGER,projectID INTEGER ,launcherName VARCHAR(256),spacecraftName VARCHAR(256)
1810,1810,Tsyklon-3 ,Cosmos 2088
1811,1811,Atlas I ,CRRES
1812,1812,Molniya-M /Block 2BL ,Cosmos 2087
1813,1813,Ariane 44L ,TDF-2
1814,1814,Long March 2E ,Optus-B
1815,1815,Tsyklon-3 ,Meteor-2 nâ€ Â­19
1816,1816,Commercial Titan III ,Intelsat 604
1817,1817,Molniya-M /Block 2BL ,Cosmos 2084
1818,1818,Molniya-M /Block ML ,Molniya-3 nâ€ Â­143
1819,1819,Delta 4925-8 ,INSAT 1D
1820,1820,Titan IV(405)A ,SLDCOM 
1821,1821,Delta II 6920-10 ,ROSAT
1822,1822,Zenit-2 ,Cosmos 2082
1823,1823,Molniya-M /Block 2BL ,Cosmos 2076
1824,1824,Molniya-M /Block ML ,Molniya-1 nâ€ Â­142
1825,1825,Cosmos-3M (11K65M) ,Cosmos 2075
1826,1826,Space Shuttle Discovery ,STS-31
1827,1827,Cosmos-3M (11K65M) ,Cosmos 2074
1828,1828,Delta II 6925-8 ,Palapa B2R
1829,1829,Atlas-E/F Altair ,USA-56/57/58
1830,1830,Long March 3 ,AsiaSat 1
1831,1831,Cosmos-3M (11K65M) ,Cosmos 2064 to 2071
1832,1832,Pegasus ,Pegsat 
1833,1833,Shavit ,Ofek-2
1834,1834,Molniya-M /Block 2BL ,Cosmos 2063
1835,1835,Delta II 6925 ,USA-54 (GPS II-7)
1836,1836,Cosmos-3M (11K65M) ,Cosmos 2061
1837,1837,Tsyklon-2 ,Cosmos 2060
1838,1838,Commercial Titan III ,Intelsat 603
1839,1839,Space Shuttle Atlantis ,STS-36
1840,1840,Tsyklon-3 ,Okean 2
1841,1841,Cosmos-3M (11K65M) ,Nadiezhda nâ€ Â­5
1842,1842,Ariane 44L ,Superbird-B
1843,1843,Delta II 6920-8 ,LACE / RME
1844,1844,H-I (9 SO) ,Orizuru
1845,1845,H-I (9 SO) ,MOS-1B / Oscar 20 / DEBUT
1846,1846,Cosmos-3M (11K65M) ,Cosmos 2059
1847,1847,Long March 3 ,DFH-2A-T4
1848,1848,Delta II 6925 ,USA-64 (GPS II-9)
1849,1849,Tsyklon-3 ,Cosmos 2058
1850,1850,Delta II 6925 ,USA-50 (GPS II-6)
1851,1851,Mu-III S2 ,Hiten
1852,1852,Molniya-M /Block ML ,Molniya-3 nâ€ Â­141
1853,1853,Ariane 40 ,SPOT-2
1854,1854,Cosmos-3M (11K65M) ,Cosmos 2056
1855,1855,Space Shuttle Columbia ,STS-32
1856,1856,Commercial Titan III ,Skynet 4A 
1857,1857,Tsyklon-3 ,Cosmos 2053
1858,1858,Delta II 6925 ,NAVSTAR II-5
1859,1859,Molniya-M /Block ML ,Molniya-3 nâ€ Â­140
1860,1860,Tsyklon-2 ,Cosmos 2051
1861,1861,Molniya-M /Block 2BL ,Cosmos 2050
1862,1862,Space Shuttle Discovery ,STS-33R
1863,1863,Ariane 44L ,Intelsat 6AF2
1864,1864,Tsyklon-3 ,Meteor-3 nâ€ Â­3
1865,1865,Space Shuttle Atlantis ,STS-34R
1866,1866,Tsyklon-3 ,Intercosmos 24 
1867,1867,Tsyklon-2 ,Cosmos 2046
1868,1868,Molniya-M /Block ML ,Molniya-1 nâ€ Â­139
1869,1869,Atlas-G Centaur-D1AR ,FLTSATCOM-8
1870,1870,Tsyklon-3 ,Cosmos 2038 to 2043
1871,1871,Titan II(23)G ,USA-45
1872,1872,H-I UM-129A (6SO) ,Himawari 4
1873,1873,Titan 34D ,DSCS-II-16 
1874,1874,Tsyklon-3 ,Cosmos 2037
1875,1875,Delta II 6925 ,BSB-R1
1876,1876,Delta II 6925 ,NAVSTAR II-3
1877,1877,Ariane 44LP ,TVSAT-2
1878,1878,Space Shuttle Columbia ,STS-28R
1879,1879,Cosmos-3M (11K65M) ,Cosmos 2034
1880,1880,Tsyklon-2 ,Cosmos 2033
1881,1881,Ariane 3 ,Olympus-1
1882,1882,Cosmos-3M (11K65M) ,Nadiezhda nâ€ Â­4
1883,1883,Titan IV(402)A ,DSP
1884,1884,Cosmos-3M (11K65M) ,Cosmos 2027
1885,1885,Delta II 6925 ,NAVSTAR II-2
1886,1886,Tsyklon-3 ,Okean 2a
1887,1887,Molniya-M /Block ML ,Molniya-3 nâ€ Â­138
1888,1888,Cosmos-3M (11K65M) ,Cosmos 2026
1889,1889,Ariane 44L ,Superbird-A
1890,1890,ASLV ,SROSS C
1891,1891,Titan 34D ,USA-37 (Vortex)
1892,1892,Space Shuttle Atlantis ,STS-30R
1893,1893,Cosmos-3M (11K65M) ,Cosmos 2016
1894,1894,Ariane 2 ,TELE-X
1895,1895,Delta 3920-8 ,Delta Star (USA 36)
1896,1896,Cosmos-3M (11K65M) ,Cosmos 2008 to 2015
1897,1897,Space Shuttle Discovery ,STS-29R
1898,1898,Ariane 44LP ,JCSAT-1 
1899,1899,Tsyklon-3 ,Meteor-2 nâ€ Â­18
1900,1900,Cosmos-3M (11K65M) ,Cosmos 1992
1901,1901,Cosmos-3M (11K65M) ,Cosmos 2004
1902,1902,Mu-III S2 ,Akebono
1903,1903,Molniya-M /Block ML ,Molniya-1 nâ€ Â­137
1904,1904,Cosmos-3M (11K65M) ,Cosmos 2002
1905,1905,Delta II 6925 ,NAVSTAR II-1 (USA 35)
1906,1906,Molniya-M /Block 2BL ,Cosmos 2001
1907,1907,Tsyklon-3 ,Cosmos 1994 to 1999
1908,1908,Ariane 2 ,Intelsat-5A 15
1909,1909,Molniya-M /Block ML ,Molniya-1 nâ€ Â­136
1910,1910,Tsyklon-3 ,Cosmos 1985
1911,1911,Molniya-M /Block ML ,Molniya-3 nâ€ Â­135
1912,1912,Long March 3 ,DFH-2A-T3
1913,1913,Ariane 44LP ,Skynet 4B
1914,1914,Space Shuttle Atlantis ,STS-27R
1915,1915,Zenit-2 ,Cosmos 1980
1916,1916,Tsyklon-2 ,Cosmos 1979
1917,1917,Energiya/Buran ,Buran
1918,1918,Titan 34D ,USA-33 (KH-11)
1919,1919,Ariane 2 ,TDF-1
1920,1920,Molniya-M /Block 2BL ,Cosmos 1977
1921,1921,Tsyklon-3 ,Cosmos 1975
1922,1922,Molniya-M /Block 2BL ,Cosmos 1974
1923,1923,Space Shuttle Discovery ,STS-26R
1924,1924,Molniya-M /Block ML ,Molniya-3 nâ€ Â­134
1925,1925,Atlas-E/F Star-37S-ISS ,NOAA-H
1926,1926,Shavit ,Ofek-1
1927,1927,H-I UM-129A (9SO) ,Sakura 3B
1928,1928,Ariane 3 ,GStar 5
1929,1929,Long March 4A ,Fengyun 1A
1930,1930,Titan II(23)G ,USA-32
1931,1931,Titan 34D ,USA-31 (Vortex)
1932,1932,Molniya-M /Block 2BL ,Cosmos 1966
1933,1933,Long March 2C ,FSW-1 No.2
1934,1934,ASLV ,SROSS-B
1935,1935,Cosmos-3M (11K65M) ,Cosmos 1960
1936,1936,Tsyklon-3 ,Meteor-3 nâ€ Â­2
1937,1937,Ariane 3 ,Insat 1C
1938,1938,Cosmos-3M (11K65M) ,Cosmos 1959
1939,1939,Cosmos-3M (11K65M) ,Cosmos 1958
1940,1940,Tsyklon-3 ,Okean 1
1941,1941,Cosmos-3MRB (65MRB) ,BOR-5 Shuttle
1942,1942,Cosmos-3M (11K65M) ,Cosmos 1954
1943,1943,Ariane 44LP ,Meteosat 3
1944,1944,Tsyklon-3 ,Cosmos 1953
1945,1945,Tsyklon-3 ,Cosmos 1908
1946,1946,Tsyklon-3 ,Cosmos 1950
1947,1947,Tsyklon-2 ,Cosmos 1949
1948,1948,Molniya-M /Block ML ,Molniya-3 nâ€ Â­132
1949,1949,Ariane 2 ,Intelsat 3AF13
1950,1950,Zenit-2 ,Cosmos 1943
1951,1951,Vostok-2M ,Cosmos 1939
1952,1952,Cosmos-3M (11K65M) ,Cosmos 1937
1953,1953,Scout G1 ,San Marco 5
1954,1954,Cosmos-3M (11K65M) ,Cosmos 1934
1955,1955,Molniya-M /Block ML ,Molniya-1 nâ€ Â­131
1956,1956,Vostok-2M ,IRS-1A
1957,1957,Tsyklon-3 ,Cosmos 1933
1958,1958,Tsyklon-2 ,Cosmos 1932
1959,1959,Ariane 3 ,Spacenet 3R
1960,1960,Molniya-M /Block ML ,Molniya-1 nâ€ Â­130
1961,1961,Cosmos-3M (11K65M) ,Cosmos 1924 to 1931
1962,1962,Long March 3 ,DFH-2A-T2
1963,1963,Molniya-M /Block 2BL ,Cosmos 1922
1964,1964,H-I UM-129A (9SO) ,Sakura 3A
1965,1965,Atlas-E/F Star-37S-ISS ,DMSP 5D-2/F9
1966,1966,Tsyklon-3 ,Meteor-2 nâ€ Â­17
1967,1967,Tsyklon-3 ,Cosmos 1909 to 1914
1968,1968,Cosmos-3M (11K65M) ,Cosmos 1904
1969,1969,Molniya-M /Block 2BL ,Cosmos 1903
1970,1970,Cosmos-3MRB (65MRB) ,BOR-4 Shuttle
1971,1971,Cosmos-3M (11K65M) ,Cosmos 1902
1972,1972,Tsyklon-2 ,Cosmos 1900
1973,1973,Cosmos-3M (11K65M) ,Cosmos 1898
1974,1974,Titan 34D ,DSP-13
1975,1975,Ariane 2 ,TVSAT-1
1976,1976,Titan 34D ,USA-27 (KH-11)
1977,1977,Tsyklon-3 ,Cosmos 1892
1978,1978,Cosmos-3M (11K65M) ,Cosmos 1891
1979,1979,Tsyklon-2 ,Cosmos 1890
1980,1980,Ariane 3 ,Aussat-A3
1981,1981,Long March 2C ,FSW-1 No.1
1982,1982,Tsyklon-3 ,Cosmos 1875 to 1880
1983,1983,Zenit-2 ,Cosmos 1873
1984,1984,Cosmos-3MRB (65MRB) ,BOR-5 Shuttle
1985,1985,H-I UM-129A (9SO) ,Kiku 5
1986,1986,Tsyklon-3 ,Meteor-2 nâ€ Â­16
1987,1987,Long March 2C ,FSW-0 No.9
1988,1988,Zenit-2 ,Cosmos 1871
1989,1989,Tsyklon-3 ,Cosmos 1869
1990,1990,Cosmos-3M (11K65M) ,Cosmos 1868
1991,1991,Tsyklon-2 ,Cosmos 1867
1992,1992,Cosmos-3M (11K65M) ,Cosmos 1864
1993,1993,Tsyklon-3 ,Cosmos 1862
1994,1994,Cosmos-3M (11K65M) ,Cosmos 1861
1995,1995,Atlas-E/F Star-37S-ISS ,DMSP 5D-2/F8
1996,1996,Tsyklon-2 ,Cosmos 1860
1997,1997,Cosmos-3M (11K65M) ,Cosmos 1852 to 1859
1998,1998,Molniya-M /Block 2BL ,Cosmos 1851
1999,1999,Cosmos-3M (11K65M) ,Cosmos 1850
2000,2000,Molniya-M /Block 2BL ,Cosmos 1849
2001,2001,Energiya/Polyus ,Polyus Space Station
2002,2002,Atlas-H MSD ,NOSS-9
2003,2003,Zenit-2 ,Cosmos 1844
2004,2004,Tsyklon-3 ,Cosmos 1842
2005,2005,Tsyklon-2 ,Cosmos 1834
2006,2006,Atlas-G Centaur-D1AR ,FLTSATCOM-6
2007,2007,ASLV ,SROSS-A
2008,2008,Zenit-2 ,Cosmos 1833
2009,2009,Tsyklon-3 ,Cosmos 1827 to 1832
2010,2010,Tsyklon-3 ,Cosmos 1825
2011,2011,Tsyklon-3 ,Cosmos 1823
2012,2012,N-II ,Momo 1a
2013,2013,Cosmos-3M (11K65M) ,Cosmos 1821
2014,2014,Zenit-2 ,Cosmos 1820
2015,2015,Titan III(34)B Agena-D ,Quasar 7
2016,2016,Mu-III S2 ,Ginga
2017,2017,Tsyklon-2 ,Cosmos 1818
2018,2018,Cosmos-3M (11K65M) ,Cosmos 1816
2019,2019,Molniya-M /Block ML ,Molniya-3 nâ€ Â­129
2020,2020,Cosmos-3M (11K65M) ,Cosmos 1815
2021,2021,Cosmos-3M (11K65M) ,Cosmos 1814
2022,2022,Tsyklon-3 ,Cosmos 1812
2023,2023,Tsyklon-3 ,Meteor-2 nâ€ Â­15
2024,2024,Molniya-M /Block ML ,Molniya-1 nâ€ Â­128
2025,2025,Cosmos-3MRB (65MRB) ,BOR-5 Shuttle
2026,2026,Tsyklon-3 ,Cosmos 1809
2027,2027,Cosmos-3M (11K65M) ,Cosmos 1808
2028,2028,Molniya-M /Block 2BL ,Cosmos 1806
2029,2029,Tsyklon-3 ,Cosmos 1805
2030,2030,Atlas-G Centaur-D1AR ,FLTSATCOM-7
2031,2031,Tsyklon-3 ,Cosmos 1803
2032,2032,Cosmos-3M (11K65M) ,Cosmos 1802
2033,2033,Cosmos-3M (11K65M) ,Cosmos 1794 to 1801
2034,2034,Molniya-M /Block 2BL ,Cosmos 1793
2035,2035,Molniya-M /Block ML ,Molniya-1 nâ€ Â­127
2036,2036,Cosmos-3M (11K65M) ,Cosmos 1791
2037,2037,Cosmos-3M (11K65M) ,Cosmos 1788
2038,2038,Zenit-2 ,Cosmos 1786 
2039,2039,Molniya-M /Block ML ,Molniya-3 nâ€ Â­126
2040,2040,Molniya-M /Block 2BL ,Cosmos 1785
2041,2041,Tsyklon-3 ,Cosmos 1786 to 1791
2042,2042,Long March 2C ,FSW-0 No.8
2043,2043,Molniya-M /Block 2BL ,Cosmos 1783
2044,2044,Tsyklon-3 ,Cosmos 1782
2045,2045,Atlas-E/F Star-37S-ISS ,NOAA-G
2046,2046,Cosmos-3M (11K65M) ,Cosmos 1777
2047,2047,Molniya-M /Block ML ,Molniya-1 nâ€ Â­125
2048,2048,Cosmos-3M (11K65M) ,Cosmos 1776
2049,2049,Molniya-M /Block 2BL ,Cosmos 1774
2050,2050,Tsyklon-2 ,Cosmos 1771
2051,2051,H-I (9 SO) ,Fuji 1a
2052,2052,Tsyklon-2 ,Cosmos 1769
2053,2053,Molniya-M /Block ML ,Molniya-1 nâ€ Â­124
2054,2054,Zenit-2 ,Cosmos 1767
2055,2055,Tsyklon-3 ,Cosmos 1766
2056,2056,Cosmos-3M (11K65M) ,Cosmos 1763
2057,2057,Molniya-M /Block 2BL ,Cosmos 1761
2058,2058,Molniya-M /Block ML ,Molniya-3 nâ€ Â­123
2059,2059,Cosmos-3M (11K65M) ,Cosmos 1759
2060,2060,Tsyklon-3 ,Cosmos 1758
2061,2061,Cosmos-3M (11K65M) ,Cosmos 1748 to 1755
2062,2062,Ariane 2 ,Intelsat-5A 14
2063,2063,Tsyklon-3 ,Meteor-2 nâ€ Â­14
2064,2064,Cosmos-3M (11K65M) ,Cosmos 1745
2065,2065,Tsyklon-3 ,Cosmos 1743
2066,2066,Molniya-M /Block ML ,Molniya-3 nâ€ Â­122
2067,2067,Titan 34D ,KH-9
2068,2068,Cosmos-3M (11K65M) ,Cosmos 1741
2069,2069,Ariane 3 ,GStar-2
2070,2070,Tsyklon-2 ,Cosmos 1737
2071,2071,Tsyklon-2 ,Cosmos 1736
2072,2072,Tsyklon-2 ,Cosmos 1735
2073,2073,Ariane 1 ,SPOT-1 
2074,2074,Tsyklon-3 ,Cosmos 1733
2075,2075,N-II Star-37E ,Yuri 2b
2076,2076,Tsyklon-3 ,Cosmos 1732
2077,2077,Atlas-H MSD ,NOSS-8
2078,2078,Molniya-M /Block 2BL ,Cosmos 1729
2079,2079,Long March 3 ,DFH-2A-T1
2080,2080,Space Shuttle Challenger ,STS-51-L
2081,2081,Cosmos-3M (11K65M) ,Cosmos 1727
2082,2082,Tsyklon-3 ,Cosmos 1726
2083,2083,Cosmos-3M (11K65M) ,Cosmos 1725
2084,2084,Space Shuttle Columbia ,STS-61-C
2085,2085,Cosmos-3M (11K65M) ,Cosmos 1716 to 1723
2086,2086,Zenit-2 ,Cosmos 1714
2087,2087,Tsyklon-3 ,Meteor-2 nâ€ Â­13
2088,2088,Molniya-M /Block ML ,Molniya-3 nâ€ Â­121
2089,2089,Cosmos-3M (11K65M) ,Cosmos 1709
2090,2090,Tsyklon-3 ,Cosmos 1707
2091,2091,Cosmos-3M (11K65M) ,Cosmos 1704
2092,2092,Space Shuttle Atlantis ,STS-61-B
2093,2093,Tsyklon-3 ,Cosmos 1703
2094,2094,Molniya-M /Block 2BL ,Cosmos 1701
2095,2095,Space Shuttle Challenger ,STS-61-A
2096,2096,Molniya-M /Block ML ,Molniya-1 nâ€ Â­120
2097,2097,Tsyklon-3 ,Meteor-3 nâ€ Â­1
2098,2098,Cosmos-3M (11K65M) ,Parouss nâ€ Â­50
2099,2099,Molniya-M /Block ML ,Molniya-1 nâ€ Â­119
2100,2100,Molniya-M /Block 2BL ,Cosmos 1698
2101,2101,Zenit-2 ,Cosmos 1697
2102,2102,Long March 2C ,FSW-0 No.7
2103,2103,Tsyklon-3 ,Cosmos 1690 to 1695
2104,2104,Atlas-E/F SGS-2 ,GPS-11
2105,2105,Space Shuttle Atlantis ,STS-51-J
2106,2106,Molniya-M /Block ML ,Molniya-3 nâ€ Â­118
2107,2107,Vostok-2M ,Cosmos 1689
2108,2108,Cosmos-3M (11K65M) ,Cosmos 1688
2109,2109,Molniya-M /Block 2BL ,Cosmos 1687
2110,2110,Atlas-G Centaur-D1AR ,Intelsat V -512
2111,2111,Molniya-M /Block 2BL ,Cosmos 1684
2112,2112,Tsyklon-2 ,Cosmos 1682
2113,2113,Ariane 3 ,ECS 3
2114,2114,Cosmos-3M (11K65M) ,Cosmos 1680
2115,2115,Titan 34D ,KH-11
2116,2116,Space Shuttle Discovery ,STS-51-I
2117,2117,Tsyklon-2 ,Cosmos 1677
2118,2118,Molniya-M /Block ML ,Molniya-1 nâ€ Â­117
2119,2119,Mu-III S2 ,Suisei
2120,2120,Tsyklon-3 ,Cosmos 1674
2121,2121,Tsyklon-2 ,Cosmos 1670
2122,2122,Space Shuttle Challenger ,STS-51-F
2123,2123,Molniya-M /Block ML ,Molniya-3 nâ€ Â­116
2124,2124,Tsyklon-3 ,Cosmos 1666
2125,2125,Ariane 1 ,Giotto
2126,2126,Atlas-G Centaur-D1AR ,Intelsat V -511
2127,2127,Zenit-2 ,EPN 03.0694 nâ€ Â­2
2128,2128,Cosmos-3M (11K65M) ,Cosmos 1662
2129,2129,Molniya-M /Block 2BL ,Cosmos 1661
2130,2130,Space Shuttle Discovery ,STS-51-G
2131,2131,Tsyklon-3 ,Cosmos 1660
2132,2132,Molniya-M /Block 2BL ,Cosmos 1675
2133,2133,Molniya-M /Block 2BL ,Cosmos 1658
2134,2134,Cosmos-3M (11K65M) ,Cosmos 1655
2135,2135,Molniya-M /Block ML ,Molniya-3 nâ€ Â­115
2136,2136,Ariane 3 ,GStar-1
2137,2137,Space Shuttle Challenger ,STS-51-B
2138,2138,Molniya-M /Block SO-L ,Prognoz nâ€ Â­10
2139,2139,Tsyklon-2 ,Cosmos 1646
2140,2140,Cosmos-3MRB (65MRB) ,BOR-5 Shuttle
2141,2141,Zenit-2 ,EPN 03.0694 nâ€ Â­1
2142,2142,Space Shuttle Discovery ,STS-51-D
2143,2143,Atlas-G Centaur-D1AR ,Intelsat V -510
2144,2144,Cosmos-3M (11K65M) ,Cosmos 1635 to 1642
2145,2145,Cosmos-3M (11K65M) ,Cosmos 1634
2146,2146,Atlas-E/F OIS ,Geosat
2147,2147,Tsyklon-3 ,Cosmos 1633
2148,2148,Cosmos-3M (11K65M) ,Cosmos 1631
2149,2149,Ariane 3 ,Arabsat-1A
2150,2150,Titan III(34)B Agena-D ,Quasar 6
2151,2151,Mu-III S2 ,Sakigake
2152,2152,Tsyklon-3 ,Meteor-2 nâ€ Â­12
2153,2153,Cosmos-3M (11K65M) ,Cosmos 1627
2154,2154,Space Shuttle Discovery ,STS-51-C
2155,2155,Tsyklon-3 ,Cosmos 1626
2156,2156,Tsyklon-2 ,Cosmos 1625
2157,2157,Molniya-M /Block ML ,Molniya-3 nâ€ Â­114
2158,2158,Cosmos-3M (11K65M) ,Cosmos 1624
2159,2159,Tsyklon-3 ,Cosmos 1617 to 1622
2160,2160,Titan 34D ,DSP-12
2161,2161,Cosmos-3M (11K65M) ,Cosmos 1615
2162,2162,Cosmos-3MRB (65MRB) ,Cosmos 1614 (BOR-4 Space Shuttle)
2163,2163,Molniya-M /Block ML ,Molniya-1 nâ€ Â­113
2164,2164,Atlas-E/F Star-37S-ISS ,NOAA-F
2165,2165,Titan 34D ,USA-6 (KH-11)
2166,2166,Tsyklon-3 ,Meteor-3 nâ€ Â­1a
2167,2167,Cosmos-3M (11K65M) ,Cosmos 1610
2168,2168,Ariane 3 ,Spacenet 2
2169,2169,Space Shuttle Discovery ,STS-51-A
2170,2170,Tsyklon-2 ,Cosmos 1607
2171,2171,Tsyklon-3 ,Cosmos 1606
2172,2172,Cosmos-3M (11K65M) ,Cosmos 1605
2173,2173,Space Shuttle Challenger ,STS-41-G
2174,2174,Molniya-M /Block 2BL ,Cosmos 1604
2175,2175,Tsyklon-3 ,Cosmos 1602
2176,2176,Cosmos-3M (11K65M) ,Cosmos 1601
2177,2177,Cosmos-3M (11K65M) ,Cosmos 1598
2178,2178,Long March 2C ,FSW-0 No.6
2179,2179,Atlas-E/F SGS-2 ,GPS-10
2180,2180,Molniya-M /Block 2BL ,Cosmos 1596
2181,2181,Space Shuttle Discovery ,STS-41-D
2182,2182,Tsyklon-2 ,Cosmos 1579
2183,2183,Titan III(34)B Agena-D ,Quasar 5
2184,2184,Molniya-M /Block ML ,Molniya-1 nâ€ Â­112
2185,2185,Molniya-M /Block ML ,Molniya-1 nâ€ Â­111
2186,2186,Tsyklon-3 ,Cosmos 1589
2187,2187,Tsyklon-2 ,Cosmos 1588
2188,2188,Ariane 3 ,Eutelsat-1 F2
2189,2189,N-II Star-37E ,Himawari 3
2190,2190,Molniya-M /Block 2BL ,Cosmos 1586
2191,2191,Tsyklon-3 ,Meteor-2 nâ€ Â­11
2192,2192,Molniya-M /Block 2BL ,Cosmos 1581
2193,2193,Cosmos-3M (11K65M) ,Cosmos 1578
2194,2194,Cosmos-3M (11K65M) ,Cosmos 1577
2195,2195,Titan 34D ,USA-2 (KH-9)
2196,2196,Cosmos-3M (11K65M) ,Cosmos 1574
2197,2197,Atlas-E/F SGS-2 ,GPS-9
2198,2198,Atlas-G Centaur-D1AR ,Intelsat V -509
2199,2199,Cosmos-3M (11K65M) ,Cosmos 1570
2200,2200,Cosmos-3MRB (65MRB) ,BOR-5 Shuttle
2201,2201,Molniya-M /Block 2BL ,Cosmos 1569
2202,2202,Tsyklon-2 ,Cosmos 1567
2203,2203,Cosmos-3M (11K65M) ,Cosmos 1559 to 1566
2204,2204,Ariane 1 ,Spacenet F1
2205,2205,Cosmos-3M (11K65M) ,Cosmos 1553
2206,2206,Cosmos-3M (11K65M) ,Cosmos 1550
2207,2207,Cosmos-3MRB (65MRB) ,BOR-4 Shuttle
2208,2208,Titan III(24)B ,OPS 8424
2209,2209,Titan 34D ,DSP-11
2210,2210,Long March 3 ,STTW 2 (Dong Fang Hong 2)
2211,2211,Space Shuttle Challenger ,STS-41-C
2212,2212,Molniya-M /Block 2BL ,Cosmos 1547
2213,2213,Molniya-M /Block ML ,Molniya-1 nâ€ Â­110
2214,2214,Tsyklon-3 ,Cosmos 1544
2215,2215,Molniya-M /Block 2BL ,Cosmos 1541
2216,2216,Ariane 1 ,Intelsat 508
2217,2217,Cosmos-3M (11K65M) ,Cosmos 1538
2218,2218,Mu-III S ,Ohzora
2219,2219,Tsyklon-3 ,Cosmos 1536
2220,2220,Atlas-H MSD ,NOSS-7
2221,2221,Space Shuttle Challenger ,STS-41-B
2222,2222,Cosmos-3M (11K65M) ,Cosmos 1535
2223,2223,Titan 34D ,OPS-0441 (Vortex)
2224,2224,Long March 3 ,STTW 1 (Dong Fang Hong 2)
2225,2225,Cosmos-3M (11K65M) ,Cosmos 1534
2226,2226,N-II Star-37E ,Yuri 2a
2227,2227,Cosmos-3M (11K65M) ,Cosmos 1531
2228,2228,Cosmos-3M (11K65M) ,Cosmos 1522 to 1529
2229,2229,Molniya-M /Block 2BL ,Cosmos 1518
2230,2230,Cosmos-3MRB (65MRB) ,Cosmos 1517 (BOR-4 Space Shuttle)
2231,2231,Molniya-M /Block ML ,Molniya-3 nâ€ Â­109
2232,2232,Tsyklon-3 ,Cosmos 1515
2233,2233,Cosmos-3M (11K65M) ,Cosmos 1513
2234,2234,Space Shuttle Columbia ,STS-9
2235,2235,Tsyklon-3 ,Cosmos 1510
2236,2236,Molniya-M /Block ML ,Molniya-1 nâ€ Â­108
2237,2237,Atlas-E/F Star-37S-ISS ,DMSP 5D-2/F7
2238,2238,Cosmos-3M (11K65M) ,Cosmos 1508
2239,2239,Tsyklon-2 ,Cosmos 1507
2240,2240,Vostok-2M ,Meteor-2 nâ€ Â­11
2241,2241,Cosmos-3M (11K65M) ,Cosmos 1506
2242,2242,Ariane 1 ,Intelsat 507
2243,2243,Cosmos-3M (11K65M) ,Cosmos 1503
2244,2244,Cosmos-3M (11K65M) ,Cosmos 1502
2245,2245,Cosmos-3M (11K65M) ,Cosmos 1501
2246,2246,Tsyklon-3 ,Cosmos 1500
2247,2247,Space Shuttle Challenger ,STS-8
2248,2248,Cosmos-3M (11K65M) ,Cosmos 1494
2249,2249,Molniya-M /Block ML ,Molniya-3 nâ€ Â­107
2250,2250,Long March 2C ,FSW-0 No.5
2251,2251,N-II Star-37E ,Sakura 2b
2252,2252,Cosmos-3M (11K65M) ,Cosmos 1486
2253,2253,Titan III(34)B Agena-D ,Jumpseat 7
2254,2254,Vostok-2M ,Cosmos 1484
2255,2255,Molniya-M /Block ML ,Molniya-1 nâ€ Â­106
2256,2256,Atlas-E/F SGS-2 ,GPS-8
2257,2257,Molniya-M /Block 2BL ,Cosmos 1481
2258,2258,Cosmos-3M (11K65M) ,Cosmos 1473 to 1480
2259,2259,Molniya-M /Block SO-L ,Prognoz nâ€ Â­9
2260,2260,Tsyklon-3 ,Cosmos 1470
2261,2261,Titan 34D ,OPS-0721 (KH-9)
2262,2262,Space Shuttle Challenger ,STS-7
2263,2263,Ariane 1 ,ECS 1 
2264,2264,Atlas-H MSD ,NOSS-6
2265,2265,Cosmos-3M (11K65M) ,Cosmos 1465
2266,2266,Cosmos-3M (11K65M) ,Cosmos 1464
2267,2267,Atlas-SLV3D Centaur-D1AR ,Intelsat V -506
2268,2268,Cosmos-3M (11K65M) ,Cosmos 1463
2269,2269,Tsyklon-2 ,Cosmos 1461
2270,2270,Cosmos-3M (11K65M) ,Cosmos 1459
2271,2271,Cosmos-3MRB (65MRB) ,BOR-5 Shuttle
2272,2272,Molniya-M /Block 2BL ,Cosmos 1456
2273,2273,Tsyklon-3 ,Cosmos 1455
2274,2274,Cosmos-3M (11K65M) ,Cosmos 1453
2275,2275,Titan III(24)B ,OPS 2925
2276,2276,SLV-3 ,Rohini RS-D2
2277,2277,Cosmos-3M (11K65M) ,Cosmos 1452
2278,2278,Cosmos-3M (11K65M) ,Cosmos 1450
2279,2279,Space Shuttle Challenger ,STS-6
2280,2280,Molniya-M /Block ML ,Molniya-1 nâ€ Â­105
2281,2281,Cosmos-3M (11K65M) ,Cosmos 1448
2282,2282,Atlas-E/F Star-37S-ISS ,NOAA-E
2283,2283,Cosmos-3M (11K65M) ,Cosmos 1447
2284,2284,Molniya-M /Block ML ,Molniya-1 nâ€ Â­104
2285,2285,Cosmos-3MRB (65MRB) ,Cosmos 1445 (BOR-4 Space Shuttle)
2286,2286,Molniya-M /Block ML ,Molniya-3 nâ€ Â­103
2287,2287,Mu-III S ,Tenma
2288,2288,Vostok-2M ,Cosmos 1441
2289,2289,Atlas-H MSD ,NOSS-5
2290,2290,N-II Star-37E ,Sakura 2a
2291,2291,Cosmos-3M (11K65M) ,Ta??foun nâ€ Â­32
2292,2292,Vostok-2M ,Cosmos 1437
2293,2293,Cosmos-3M (11K65M) ,Cosmos 1429 to 1436
2294,2294,Cosmos-3M (11K65M) ,Cosmos 1428
2295,2295,Cosmos-3M (11K65M) ,Cosmos 1427
