projectID INT,launchMonth VARCHAR(256),flightYear INT,launchLocation VARCHAR(256),countryName VARCHAR(256),missionStatus VARCHAR(256)
2065,May,1986,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2066,Apr,1986,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2067,Apr,1986,SLC-4E Vandenberg AFB California,USA,Failure
2068,Apr,1986,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2069,Mar,1986,ELA-2 Guiana Space Centre French Guiana,France,Success
2070,Mar,1986,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2071,Mar,1986,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2072,Feb,1986,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2073,Feb,1986,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
2074,Feb,1986,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2075,Feb,1986,LA-Y1 Tanegashima Space Center,Japan,Success
2076,Feb,1986,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2077,Feb,1986,SLC-3E Vandenberg AFB California,USA,Success
2078,Feb,1986,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2079,Feb,1986,LC-3 Xichang Satellite Launch Center,China,Success
2080,Jan,1986,LC-39A Kennedy Space Center Florida,USA,Failure
2081,Jan,1986,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2082,Jan,1986,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2083,Jan,1986,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2084,Jan,1986,LC-39A Kennedy Space Center Florida,USA,Success
2085,Jan,1986,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2086,Dec,1985,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Partial Failure
2087,Dec,1985,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2088,Dec,1985,Site 43/4 Plesetsk Cosmodrome,Russia,Success
2089,Dec,1985,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2090,Dec,1985,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2091,Nov,1985,Site 133/3 Plesetsk Cosmodrome,Russia,Success
2092,Nov,1985,LC-39A Kennedy Space Center Florida,USA,Success
2093,Nov,1985,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2094,Nov,1985,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2095,Nov,1985,LC-39A Kennedy Space Center Florida,USA,Success
2096,Oct,1985,Site 43/4 Plesetsk Cosmodrome,Russia,Success
2097,Oct,1985,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2098,Oct,1985,Site 133/3 Plesetsk Cosmodrome,Russia,Failure
2099,Oct,1985,Site 1/5 Baikonur Cosmodrome,Kazakhstan,Success
2100,Oct,1985,Site 43/4 Plesetsk Cosmodrome,Russia,Success
2101,Oct,1985,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Success
2102,Oct,1985,Site 138 (LA-2B) Jiuquan Satellite Launch Center,China,Success
2103,Oct,1985,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2104,Oct,1985,SLC-3W Vandenberg AFB California,USA,Success
2105,Oct,1985,LC-39A Kennedy Space Center Florida,USA,Success
2106,Oct,1985,Site 43/4 Plesetsk Cosmodrome,Russia,Success
2107,Oct,1985,Site 31/6 Baikonur Cosmodrome,Kazakhstan,Success
2108,Oct,1985,Site 107/1 Kapustin Yar,Russia,Success
2109,Sep,1985,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2110,Sep,1985,SLC-36B Cape Canaveral AFS Florida,USA,Success
2111,Sep,1985,Site 43/4 Plesetsk Cosmodrome,Russia,Success
2112,Sep,1985,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2113,Sep,1985,ELA-1 Guiana Space Centre French Guiana,France,Failure
2114,Sep,1985,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2115,Aug,1985,SLC-4E Vandenberg AFB California,USA,Failure
2116,Aug,1985,LC-39A Kennedy Space Center Florida,USA,Success
2117,Aug,1985,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2118,Aug,1985,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2119,Aug,1985,Mu Pad Uchinoura Space Center,Japan,Success
2120,Aug,1985,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2121,Aug,1985,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2122,Jul,1985,LC-39A Kennedy Space Center Florida,USA,Success
2123,Jul,1985,Site 43/4 Plesetsk Cosmodrome,Russia,Success
2124,Jul,1985,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2125,Jul,1985,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
2126,Jun,1985,SLC-36A Cape Canaveral AFS Florida,USA,Success
2127,Jun,1985,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Failure
2128,Jun,1985,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2129,Jun,1985,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2130,Jun,1985,LC-39A Kennedy Space Center Florida,USA,Success
2131,Jun,1985,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2132,Jun,1985,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2133,Jun,1985,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2134,May,1985,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2135,May,1985,Site 43/4 Plesetsk Cosmodrome,Russia,Success
2136,May,1985,ELA-1 Guiana Space Centre French Guiana,France,Success
2137,May,1985,LC-39A Kennedy Space Center Florida,USA,Success
2138,Apr,1985,Site 31/6 Baikonur Cosmodrome,Kazakhstan,Success
2139,Apr,1985,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2140,Apr,1985,Site 86/1 Kapustin Yar,Russia,Success
2141,Apr,1985,Site 45/1 Baikonur Cosmodrome,Kazakhstan,Failure
2142,Apr,1985,LC-39A Kennedy Space Center Florida,USA,Success
2143,Mar,1985,SLC-36B Cape Canaveral AFS Florida,USA,Success
2144,Mar,1985,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2145,Mar,1985,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2146,Mar,1985,SLC-3W Vandenberg AFB California,USA,Success
2147,Mar,1985,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2148,Feb,1985,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2149,Feb,1985,ELA-1 Guiana Space Centre French Guiana,France,Success
2150,Feb,1985,SLC-4W Vandenberg AFB California,USA,Success
2151,Feb,1985,Mu Pad Uchinoura Space Center,Japan,Success
2152,Feb,1985,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2153,Feb,1985,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2154,Jan,1985,LC-39A Kennedy Space Center Florida,USA,Success
2155,Jan,1985,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2156,Jan,1985,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2157,Jan,1985,Site 43/4 Plesetsk Cosmodrome,Russia,Success
2158,Jan,1985,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2159,Jan,1985,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2160,Dec,1984,SLC-40 Cape Canaveral AFS Florida,USA,Success
2161,Dec,1984,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2162,Dec,1984,Site 86/1 Kapustin Yar,Russia,Success
2163,Dec,1984,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2164,Dec,1984,SLC-3W Vandenberg AFB California,USA,Success
2165,Dec,1984,SLC-4E Vandenberg AFB California,USA,Success
2166,Nov,1984,Site 32/1 Plesetsk Cosmodrome,Russia,Partial Failure
2167,Nov,1984,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2168,Nov,1984,ELA-1 Guiana Space Centre French Guiana,France,Success
2169,Nov,1984,LC-39A Kennedy Space Center Florida,USA,Success
2170,Oct,1984,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2171,Oct,1984,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2172,Oct,1984,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2173,Oct,1984,LC-39A Kennedy Space Center Florida,USA,Success
2174,Oct,1984,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2175,Sep,1984,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2176,Sep,1984,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2177,Sep,1984,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2178,Sep,1984,Site 138 (LA-2B) Jiuquan Satellite Launch Center,China,Success
2179,Sep,1984,SLC-3W Vandenberg AFB California,USA,Success
2180,Sep,1984,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2181,Aug,1984,LC-39A Kennedy Space Center Florida,USA,Success
2182,Aug,1984,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2183,Aug,1984,SLC-4W Vandenberg AFB California,USA,Success
2184,Aug,1984,Site 43/4 Plesetsk Cosmodrome,Russia,Success
2185,Aug,1984,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2186,Aug,1984,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2187,Aug,1984,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2188,Aug,1984,ELA-1 Guiana Space Centre French Guiana,France,Success
2189,Aug,1984,LA-Y1 Tanegashima Space Center,Japan,Success
2190,Aug,1984,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2191,Jul,1984,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2192,Jul,1984,Site 43/4 Plesetsk Cosmodrome,Russia,Success
2193,Jun,1984,Site 107/1 Kapustin Yar,Russia,Success
2194,Jun,1984,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2195,Jun,1984,SLC-4E Vandenberg AFB California,USA,Success
2196,Jun,1984,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2197,Jun,1984,SLC-3W Vandenberg AFB California,USA,Success
2198,Jun,1984,SLC-36B Cape Canaveral AFS Florida,USA,Failure
2199,Jun,1984,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2200,Jun,1984,Site 86/1 Kapustin Yar,Russia,Success
2201,Jun,1984,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2202,May,1984,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2203,May,1984,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2204,May,1984,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
2205,May,1984,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2206,May,1984,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2207,May,1984,Site 86/1 Kapustin Yar,Russia,Success
2208,Apr,1984,SLC-4W Vandenberg AFB California,USA,Success
2209,Apr,1984,SLC-40 Cape Canaveral AFS Florida,USA,Success
2210,Apr,1984,LC-3 Xichang Satellite Launch Center,China,Success
2211,Apr,1984,LC-39A Kennedy Space Center Florida,USA,Success
2212,Apr,1984,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2213,Mar,1984,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2214,Mar,1984,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2215,Mar,1984,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2216,Mar,1984,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
2217,Feb,1984,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2218,Feb,1984,Mu Pad Uchinoura Space Center,Japan,Success
2219,Feb,1984,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2220,Feb,1984,SLC-3E Vandenberg AFB California,USA,Success
2221,Feb,1984,LC-39A Kennedy Space Center Florida,USA,Success
2222,Feb,1984,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2223,Jan,1984,SLC-40 Cape Canaveral AFS Florida,USA,Success
2224,Jan,1984,LC-3 Xichang Satellite Launch Center,China,Partial Failure
2225,Jan,1984,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2226,Jan,1984,LA-Y1 Tanegashima Space Center,Japan,Success
2227,Jan,1984,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2228,Jan,1984,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2229,Dec,1983,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2230,Dec,1983,Site 86/1 Kapustin Yar,Russia,Success
2231,Dec,1983,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2232,Dec,1983,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2233,Dec,1983,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2234,Nov,1983,LC-39A Kennedy Space Center Florida,USA,Success
2235,Nov,1983,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2236,Nov,1983,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2237,Nov,1983,SLC-3W Vandenberg AFB California,USA,Success
2238,Nov,1983,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2239,Oct,1983,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2240,Oct,1983,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2241,Oct,1983,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2242,Oct,1983,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
2243,Oct,1983,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2244,Oct,1983,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2245,Sep,1983,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2246,Sep,1983,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2247,Sep,1983,LC-39A Kennedy Space Center Florida,USA,Success
2248,Aug,1983,Site 107/1 Kapustin Yar,Russia,Success
2249,Aug,1983,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2250,Aug,1983,Site 138 (LA-2B) Jiuquan Satellite Launch Center,China,Success
2251,Aug,1983,LA-Y1 Tanegashima Space Center,Japan,Success
2252,Aug,1983,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2253,Jul,1983,SLC-4W Vandenberg AFB California,USA,Success
2254,Jul,1983,Site 31/6 Baikonur Cosmodrome,Kazakhstan,Success
2255,Jul,1983,Site 1/5 Baikonur Cosmodrome,Kazakhstan,Success
2256,Jul,1983,SLC-3W Vandenberg AFB California,USA,Success
2257,Jul,1983,Site 43/4 Plesetsk Cosmodrome,Russia,Success
2258,Jul,1983,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2259,Jul,1983,Site 31/6 Baikonur Cosmodrome,Kazakhstan,Success
2260,Jun,1983,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2261,Jun,1983,SLC-4E Vandenberg AFB California,USA,Success
2262,Jun,1983,LC-39A Kennedy Space Center Florida,USA,Success
2263,Jun,1983,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
2264,Jun,1983,SLC-3E Vandenberg AFB California,USA,Success
2265,May,1983,Site 107/1 Kapustin Yar,Russia,Success
2266,May,1983,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2267,May,1983,SLC-36A Cape Canaveral AFS Florida,USA,Success
2268,May,1983,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2269,May,1983,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2270,May,1983,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2271,May,1983,Site 86/1 Kapustin Yar,Russia,Success
2272,Apr,1983,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2273,Apr,1983,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2274,Apr,1983,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2275,Apr,1983,SLC-4W Vandenberg AFB California,USA,Success
2276,Apr,1983,SLV LP Satish Dhawan Space Centre,India,Success
2277,Apr,1983,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2278,Apr,1983,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2279,Apr,1983,LC-39A Kennedy Space Center Florida,USA,Success
2280,Apr,1983,Site 1/5 Baikonur Cosmodrome,Kazakhstan,Success
2281,Mar,1983,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2282,Mar,1983,SLC-3W Vandenberg AFB California,USA,Success
2283,Mar,1983,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2284,Mar,1983,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2285,Mar,1983,Site 86/1 Kapustin Yar,Russia,Success
2286,Mar,1983,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2287,Feb,1983,Mu Pad Uchinoura Space Center,Japan,Success
2288,Feb,1983,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2289,Feb,1983,SLC-3E Vandenberg AFB California,USA,Success
2290,Feb,1983,LA-Y1 Tanegashima Space Center,Japan,Success
2291,Jan,1983,Site 132/2 Plesetsk Cosmodrome,Russia,Failure
2292,Jan,1983,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2293,Jan,1983,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2294,Jan,1983,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2295,Dec,1982,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2296,Dec,1982,SLC-3W Vandenberg AFB California,USA,Success
2297,Dec,1982,Site 43/3 Plesetsk Cosmodrome,Russia,Success
2298,Dec,1982,Site 1/5 Baikonur Cosmodrome,Kazakhstan,Partial Failure
2299,Nov,1982,Site 132/1 Plesetsk Cosmodrome,Russia,Failure
2300,Nov,1982,SLC-4E Vandenberg AFB California,USA,Success
2301,Nov,1982,LC-39A Kennedy Space Center Florida,USA,Success
2302,Nov,1982,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2303,Oct,1982,SLC-40 Cape Canaveral AFS Florida,USA,Success
2304,Oct,1982,Site 107/1 Kapustin Yar,Russia,Success
2305,Oct,1982,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2306,Sep,1982,SLC-36B Cape Canaveral AFS Florida,USA,Success
2307,Sep,1982,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2308,Sep,1982,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2309,Sep,1982,Site 32/2 Plesetsk Cosmodrome,Russia,Success
2310,Sep,1982,Site 138 (LA-2B) Jiuquan Satellite Launch Center,China,Success
2311,Sep,1982,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Failure
2312,Sep,1982,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2313,Sep,1982,LA-Y1 Tanegashima Space Center,Japan,Success
2314,Aug,1982,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2315,Aug,1982,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2316,Aug,1982,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2317,Aug,1982,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2318,Aug,1982,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2319,Jul,1982,Site 107/1 Kapustin Yar,Russia,Success
2320,Jul,1982,Site 1/5 Baikonur Cosmodrome,Kazakhstan,Success
2321,Jul,1982,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2322,Jul,1982,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2323,Jun,1982,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2324,Jun,1982,LC-39A Kennedy Space Center Florida,USA,Success
2325,Jun,1982,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2326,Jun,1982,Site 132/2 Plesetsk Cosmodrome,Russia,Partial Failure
2327,Jun,1982,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2328,Jun,1982,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2329,Jun,1982,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2330,Jun,1982,Site 86/1 Kapustin Yar,Russia,Success
2331,Jun,1982,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2332,Jun,1982,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2333,May,1982,Site 43/3 Plesetsk Cosmodrome,Russia,Success
2334,May,1982,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2335,May,1982,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2336,May,1982,SLC-4E Vandenberg AFB California,USA,Success
2337,May,1982,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2338,May,1982,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2339,Apr,1982,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2340,Apr,1982,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2341,Apr,1982,Site 107/1 Kapustin Yar,Russia,Success
2342,Apr,1982,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2343,Apr,1982,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2344,Mar,1982,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2345,Mar,1982,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2346,Mar,1982,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2347,Mar,1982,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2348,Mar,1982,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2349,Mar,1982,LC-39A Kennedy Space Center Florida,USA,Success
2350,Mar,1982,SLC-40 Cape Canaveral AFS Florida,USA,Success
2351,Mar,1982,SLC-36A Cape Canaveral AFS Florida,USA,Success
2352,Mar,1982,Site 107/1 Kapustin Yar,Russia,Failure
2353,Mar,1982,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2354,Feb,1982,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2355,Feb,1982,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2356,Feb,1982,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2357,Feb,1982,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2358,Jan,1982,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2359,Jan,1982,SLC-4W Vandenberg AFB California,USA,Success
2360,Jan,1982,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2361,Jan,1982,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2362,Dec,1981,Site 1/5 Baikonur Cosmodrome,Kazakhstan,Success
2363,Dec,1981,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
2364,Dec,1981,SLC-3E Vandenberg AFB California,USA,Failure
2365,Dec,1981,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2366,Dec,1981,SLC-36B Cape Canaveral AFS Florida,USA,Success
2367,Dec,1981,Site 132/1 Plesetsk Cosmodrome,Russia,Partial Failure
2368,Dec,1981,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2369,Nov,1981,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2370,Nov,1981,Site 107/1 Kapustin Yar,Russia,Success
2371,Nov,1981,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2372,Nov,1981,LC-39A Kennedy Space Center Florida,USA,Success
2373,Oct,1981,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2374,Oct,1981,SLC-40 Cape Canaveral AFS Florida,USA,Success
2375,Oct,1981,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2376,Oct,1981,Site 43/3 Plesetsk Cosmodrome,Russia,Success
2377,Sep,1981,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2378,Sep,1981,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2379,Sep,1981,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2380,Sep,1981,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2381,Sep,1981,Site 138 (LA-2B) Jiuquan Satellite Launch Center,China,Success
2382,Sep,1981,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2383,Sep,1981,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2384,Sep,1981,Site 43/3 Plesetsk Cosmodrome,Russia,Partial Failure
2385,Sep,1981,SLC-4E Vandenberg AFB California,USA,Success
2386,Aug,1981,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2387,Aug,1981,Site 32/1 Plesetsk Cosmodrome,Russia,Success
2388,Aug,1981,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2389,Aug,1981,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2390,Aug,1981,LA-Y1 Tanegashima Space Center,Japan,Success
2391,Aug,1981,Site 43/3 Plesetsk Cosmodrome,Russia,Success
2392,Aug,1981,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2393,Aug,1981,SLC-36A Cape Canaveral AFS Florida,USA,Partial Failure
2394,Aug,1981,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2395,Aug,1981,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2396,Jul,1981,Site 31/6 Baikonur Cosmodrome,Kazakhstan,Success
2397,Jun,1981,Site 43/3 Plesetsk Cosmodrome,Russia,Success
2398,Jun,1981,SLC-3W Vandenberg AFB California,USA,Success
2399,Jun,1981,Site 43/3 Plesetsk Cosmodrome,Russia,Success
2400,Jun,1981,ELV-1 (SLV) Guiana Space Centre French Guiana,France,Success
2401,Jun,1981,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2402,Jun,1981,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2403,May,1981,SLV LP Satish Dhawan Space Centre,India,Partial Failure
2404,May,1981,SLC-36B Cape Canaveral AFS Florida,USA,Success
2405,May,1981,Site 43/3 Plesetsk Cosmodrome,Russia,Success
2406,May,1981,Site 43/3 Plesetsk Cosmodrome,Russia,Success
2407,May,1981,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2408,Apr,1981,SLC-4W Vandenberg AFB California,USA,Success
2409,Apr,1981,LC-39A Kennedy Space Center Florida,USA,Success
2410,Apr,1981,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2411,Mar,1981,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2412,Mar,1981,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2413,Mar,1981,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2414,Mar,1981,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2415,Mar,1981,SLC-40 Cape Canaveral AFS Florida,USA,Success
2416,Mar,1981,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2417,Mar,1981,Site 132/2 Plesetsk Cosmodrome,Russia,Success
2418,Mar,1981,Site 90/19 Baikonur Cosmodrome,Kazakhstan,Success
2419,Feb,1981,SLC-4W Vandenberg AFB California,USA,Success
2420,Feb,1981,SLC-36A Cape Canaveral AFS Florida,USA,Success
2421,Feb,1981,Mu Pad Uchinoura Space Center,Japan,Success
2422,Feb,1981,Site 16/2 Plesetsk Cosmodrome,Russia,Success
2423,Feb,1981,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2424,Feb,1981,LA-Y1 Tanegashima Space Center,Japan,Success
2425,Feb,1981,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2426,Feb,1981,Site 90/20 Baikonur Cosmodrome,Kazakhstan,Success
2427,Jan,1981,Site 43/3 Plesetsk Cosmodrome,Russia,Success
2428,Jan,1981,Site 43/3 Plesetsk Cosmodrome,Russia,Success
2429,Jan,1981,Site 32/1 Plesetsk Cosmodrome,Russia,Failure
2430,Jan,1981,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2431,Jan,1981,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2432,Jan,1981,Site 41/1 Plesetsk Cosmodrome,Russia,Success
2433,Dec,1980,Site 31/6 Baikonur Cosmodrome,Kazakhstan,Success
2434,Dec,1980,Site 132/1 Plesetsk Cosmodrome,Russia,Partial Failure
2435,Dec,1980,SLC-4W Vandenberg AFB California,USA,Success
2436,Dec,1980,Site 132/1 Plesetsk Cosmodrome,Russia,Success
2437,Dec,1980,SLC-3W Vandenberg AFB California,USA,Failure
